epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,207.283,2.33387,3.13002,1.85056,0.04783,0.53609,0.13885,0.05562,2.0906,3.07187,1.61627,0.00036,0.00036,0.00036
2,404.205,2.1296,2.30557,1.51081,0.16744,0.36279,0.18436,0.07844,2.02653,2.69752,1.49581,0.000725348,0.000725348,0.000725348
3,630.076,2.06653,1.83601,1.49672,0.43512,0.27187,0.2549,0.11573,1.96585,2.17594,1.4928,0.00107565,0.00107565,0.00107565
4,899.05,2.03689,1.70372,1.51466,0.35038,0.33512,0.25538,0.12676,1.82257,1.95379,1.42706,0.0014109,0.0014109,0.0014109
5,1121.66,1.90903,1.57608,1.45871,0.46712,0.4606,0.41486,0.20054,1.7753,1.64536,1.42441,0.0017311,0.0017311,0.0017311
6,1330.35,1.85335,1.60728,1.42995,0.49534,0.37235,0.33825,0.13642,2.03447,1.80826,1.65127,0.001802,0.001802,0.001802
7,1539.64,1.85898,1.53607,1.43643,0.49594,0.45562,0.43033,0.19603,1.78983,1.60638,1.45411,0.0017624,0.0017624,0.0017624
8,1766.38,1.72532,1.45793,1.36271,0.37363,0.3443,0.30625,0.14678,1.70515,1.95755,1.37993,0.0017228,0.0017228,0.0017228
9,2006.4,1.70128,1.41941,1.34412,0.51175,0.44861,0.44635,0.2224,1.66582,1.62622,1.36337,0.0016832,0.0016832,0.0016832
10,2232.62,1.68681,1.36827,1.33958,0.55746,0.47526,0.48573,0.24324,1.65578,1.55157,1.39967,0.0016436,0.0016436,0.0016436
11,2446.21,1.65092,1.34613,1.32828,0.56193,0.48432,0.50644,0.25616,1.6221,1.52049,1.33908,0.001604,0.001604,0.001604
12,2649.06,1.60371,1.31073,1.29307,0.60995,0.50769,0.55266,0.28143,1.61716,1.36692,1.33241,0.0015644,0.0015644,0.0015644
13,2862.08,1.63316,1.36566,1.3241,0.61654,0.50191,0.5562,0.28251,1.64091,1.38086,1.34073,0.0015248,0.0015248,0.0015248
14,3070.94,1.61709,1.27983,1.29103,0.64285,0.55087,0.58491,0.29216,1.65096,1.30651,1.33185,0.0014852,0.0014852,0.0014852
15,3254.17,1.5535,1.23469,1.26001,0.66308,0.58659,0.64542,0.37301,1.43867,1.19635,1.24309,0.0014456,0.0014456,0.0014456
16,3456.7,1.5565,1.25615,1.29421,0.66819,0.54081,0.60533,0.33733,1.52255,1.2863,1.29277,0.001406,0.001406,0.001406
17,3668.33,1.56999,1.2183,1.25084,0.6445,0.54527,0.60489,0.34552,1.44124,1.29584,1.2429,0.0013664,0.0013664,0.0013664
18,3896.43,1.55281,1.20254,1.25299,0.68777,0.59322,0.65367,0.39507,1.35331,1.20761,1.17339,0.0013268,0.0013268,0.0013268
19,4144.49,1.5169,1.18368,1.26102,0.67788,0.57589,0.64343,0.38236,1.41477,1.10888,1.18889,0.0012872,0.0012872,0.0012872
20,4367.96,1.47139,1.17968,1.22992,0.50342,0.35335,0.38997,0.22219,1.45841,2.06182,1.27356,0.0012476,0.0012476,0.0012476
21,4579.37,1.50301,1.16281,1.23942,0.64275,0.56593,0.59249,0.34084,1.43512,1.28656,1.2285,0.001208,0.001208,0.001208
22,4803.99,1.43604,1.11189,1.20745,0.70806,0.60309,0.67902,0.42572,1.28824,1.12804,1.15227,0.0011684,0.0011684,0.0011684
23,5019.29,1.39606,1.10116,1.19714,0.70307,0.61506,0.68073,0.43884,1.24655,1.15176,1.13763,0.0011288,0.0011288,0.0011288
24,5228.65,1.43906,1.08966,1.21055,0.68783,0.63683,0.6845,0.43834,1.23928,1.15363,1.13274,0.0010892,0.0010892,0.0010892
25,5443.98,1.43659,1.08871,1.211,0.74611,0.62803,0.71491,0.43893,1.30213,1.00011,1.13889,0.0010496,0.0010496,0.0010496
26,5654,1.37611,1.07741,1.19114,0.74379,0.63606,0.71907,0.46134,1.25072,0.94416,1.14004,0.00101,0.00101,0.00101
27,5886.63,1.40664,1.06155,1.2005,0.72321,0.61821,0.69892,0.42489,1.35944,1.03133,1.206,0.0009704,0.0009704,0.0009704
28,6105.08,1.40408,1.08109,1.19113,0.71668,0.63352,0.70693,0.4636,1.18991,0.97782,1.10627,0.0009308,0.0009308,0.0009308
29,6315.36,1.39597,1.05561,1.19421,0.75103,0.6659,0.74366,0.44886,1.30073,0.9317,1.1348,0.0008912,0.0008912,0.0008912
30,6529.1,1.39091,1.03793,1.17123,0.78097,0.66654,0.76541,0.4791,1.21201,0.92779,1.09234,0.0008516,0.0008516,0.0008516
31,6750.37,1.37057,1.01177,1.16149,0.79022,0.68516,0.78088,0.51476,1.1241,0.85951,1.06895,0.000812,0.000812,0.000812
