epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,18.5407,1.00331,0.71338,1.02031,0.71754,0.62549,0.69289,0.4644,1.20404,1.30755,1.17101,0.0874,0.0014,0.0014
2,27.2961,1.0396,0.71659,1.05678,0.80315,0.69902,0.79631,0.50526,1.26729,0.76698,1.17634,0.0738713,0.00287129,0.00287129
3,35.4975,1.08861,0.73788,1.06109,0.79383,0.66446,0.75836,0.49842,1.19408,0.84851,1.13819,0.0603129,0.00431288,0.00431288
4,43.3576,1.10858,0.7629,1.0779,0.80457,0.70939,0.80538,0.54436,1.0722,0.77354,1.06276,0.0467248,0.00572477,0.00572477
5,50.774,1.09822,0.74836,1.07,0.81047,0.69788,0.79732,0.52674,1.10304,0.77017,1.10672,0.033107,0.00710696,0.00710696
6,58.244,1.09435,0.7583,1.08332,0.81537,0.69556,0.7976,0.54023,1.12857,0.7468,1.12609,0.0194595,0.00845945,0.00845945
7,65.7014,1.10229,0.75143,1.07671,0.76649,0.61853,0.7214,0.467,1.26522,0.93578,1.19819,0.009406,0.009406,0.009406
8,74.5804,1.17388,0.8071,1.11889,0.73826,0.61965,0.69621,0.44524,1.29341,1.00926,1.19694,0.009307,0.009307,0.009307
9,82.1365,1.15738,0.79797,1.10036,0.71609,0.62662,0.69112,0.43734,1.33509,0.94297,1.21108,0.009208,0.009208,0.009208
10,89.8095,1.11184,0.76905,1.08882,0.79012,0.67482,0.77145,0.50041,1.2202,0.84171,1.17498,0.009109,0.009109,0.009109
11,98.5601,1.16996,0.80506,1.12853,0.75872,0.64388,0.72193,0.46317,1.27424,0.89084,1.2299,0.00901,0.00901,0.00901
12,106.312,1.15769,0.79454,1.1022,0.75227,0.62414,0.70404,0.4405,1.36334,0.96367,1.28134,0.008911,0.008911,0.008911
13,113.935,1.16639,0.80403,1.11968,0.76072,0.63562,0.72046,0.45596,1.33336,0.9217,1.22547,0.008812,0.008812,0.008812
