epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.62018,2.41145,3.15447,1.88711,0.00841,0.14931,0.00997,0.00364,3.16268,3.40805,3.32665,0.08614,0.00014,0.00014
2,18.3684,2.01709,2.28564,1.56187,0.01157,0.20542,0.01936,0.00429,3.54268,3.91274,3.38894,0.0712804,0.00028043,0.00028043
3,27.0298,1.98038,2.05557,1.51484,0.06284,0.31314,0.08432,0.0276,2.74009,2.96692,2.44748,0.056411,0.00041096,0.00041096
4,35.2584,1.88445,1.87165,1.50247,0.68328,0.18693,0.29931,0.14225,1.87164,2.37585,1.5993,0.0415316,0.00053159,0.00053159
5,43.4229,1.86075,1.71766,1.46835,0.56868,0.31487,0.36266,0.17094,1.91609,2.12702,1.6206,0.0266423,0.00064232,0.00064232
6,51.5024,1.81957,1.64664,1.45741,0.51615,0.42435,0.42802,0.21442,1.78766,1.9593,1.50534,0.0117432,0.00074315,0.00074315
7,59.4516,1.76063,1.55934,1.41347,0.58618,0.48424,0.51344,0.25959,1.71084,1.78287,1.4307,0.000802,0.000802,0.000802
8,67.4359,1.76256,1.54403,1.41302,0.62011,0.50111,0.53923,0.28901,1.6165,1.64759,1.37147,0.000769,0.000769,0.000769
9,75.4712,1.71045,1.49507,1.38468,0.62251,0.49797,0.54258,0.30017,1.57532,1.54164,1.3608,0.000736,0.000736,0.000736
10,83.1217,1.65208,1.44588,1.36236,0.66925,0.52851,0.59193,0.3366,1.52163,1.41323,1.33011,0.000703,0.000703,0.000703
11,90.7053,1.6456,1.44562,1.36735,0.70588,0.55075,0.62056,0.35659,1.48756,1.33088,1.30603,0.00067,0.00067,0.00067
12,98.1998,1.61816,1.39111,1.33588,0.70845,0.54086,0.61477,0.35004,1.52746,1.30526,1.30937,0.000637,0.000637,0.000637
13,105.391,1.60233,1.38114,1.34065,0.72663,0.55192,0.63379,0.3848,1.39914,1.23271,1.24695,0.000604,0.000604,0.000604
14,112.867,1.60849,1.37844,1.33942,0.70705,0.52654,0.61512,0.35651,1.54176,1.29085,1.3055,0.000571,0.000571,0.000571
15,120.11,1.57551,1.33475,1.31915,0.69989,0.55075,0.63622,0.37406,1.47259,1.25699,1.28114,0.000538,0.000538,0.000538
16,127.386,1.52308,1.29724,1.28373,0.72325,0.59884,0.6777,0.40791,1.37304,1.18581,1.22819,0.000505,0.000505,0.000505
17,134.705,1.51098,1.2899,1.27127,0.73138,0.59082,0.67318,0.42102,1.3213,1.14717,1.20554,0.000472,0.000472,0.000472
18,141.997,1.51724,1.26411,1.26199,0.74551,0.60063,0.67957,0.41198,1.35669,1.17446,1.21761,0.000439,0.000439,0.000439
19,149.287,1.51007,1.26144,1.26977,0.74979,0.57993,0.67276,0.40281,1.40732,1.16525,1.23572,0.000406,0.000406,0.000406
20,156.556,1.49663,1.25549,1.26219,0.75671,0.59869,0.69352,0.43422,1.30632,1.09797,1.193,0.000373,0.000373,0.000373
