epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.9735,2.41145,3.15447,1.88711,0.00835,0.14861,0.00994,0.00363,3.15535,3.41375,3.32597,0.08614,0.00014,0.00014
2,24.7829,2.01709,2.28564,1.56187,0.0115,0.20464,0.01947,0.00432,3.52659,3.9347,3.3813,0.0712804,0.00028043,0.00028043
3,41.9861,1.98038,2.05557,1.51484,0.06341,0.31285,0.08525,0.02784,2.72465,2.96951,2.42908,0.056411,0.00041096,0.00041096
4,58.6418,1.88445,1.87165,1.50247,0.68023,0.18359,0.29986,0.14261,1.86471,2.37542,1.59228,0.0415316,0.00053159,0.00053159
5,66.818,1.86075,1.71766,1.46835,0.5712,0.31634,0.36343,0.17172,1.90727,2.12936,1.61195,0.0266423,0.00064232,0.00064232
6,75.8693,1.81957,1.64664,1.45741,0.5186,0.42141,0.42845,0.21512,1.78642,1.96423,1.50308,0.0117432,0.00074315,0.00074315
7,89.424,1.76063,1.55934,1.41347,0.58878,0.48274,0.51304,0.25967,1.7068,1.78423,1.42687,0.000802,0.000802,0.000802
8,128.572,1.76256,1.54403,1.41302,0.61908,0.49944,0.53815,0.28856,1.60908,1.6498,1.36584,0.000769,0.000769,0.000769
9,143.998,1.71045,1.49507,1.38468,0.62198,0.49596,0.54176,0.30004,1.56697,1.54375,1.35552,0.000736,0.000736,0.000736
10,171.013,1.65208,1.44588,1.36236,0.66855,0.52875,0.59148,0.33655,1.51302,1.4121,1.32398,0.000703,0.000703,0.000703
11,185.572,1.6456,1.44562,1.36735,0.70578,0.54917,0.6195,0.35574,1.4813,1.33056,1.30062,0.00067,0.00067,0.00067
12,193.257,1.61816,1.39111,1.33588,0.70759,0.53992,0.61319,0.34917,1.52037,1.30633,1.30356,0.000637,0.000637,0.000637
13,200.949,1.60233,1.38114,1.34065,0.72458,0.55072,0.63218,0.38417,1.38926,1.23367,1.2414,0.000604,0.000604,0.000604
14,208.117,1.60849,1.37844,1.33942,0.70579,0.52555,0.61417,0.3562,1.53244,1.28683,1.29929,0.000571,0.000571,0.000571
15,215.872,1.57551,1.33475,1.31915,0.70204,0.54986,0.63608,0.37414,1.46189,1.25222,1.27414,0.000538,0.000538,0.000538
16,222.861,1.52308,1.29724,1.28373,0.7229,0.5973,0.67656,0.40723,1.36422,1.18139,1.22271,0.000505,0.000505,0.000505
17,231.644,1.51098,1.2899,1.27127,0.73173,0.58843,0.67174,0.42029,1.31099,1.1441,1.20002,0.000472,0.000472,0.000472
18,241.189,1.51724,1.26411,1.26199,0.74241,0.59971,0.67839,0.41152,1.3516,1.1744,1.2139,0.000439,0.000439,0.000439
19,248.258,1.51007,1.26144,1.26977,0.75092,0.57765,0.67213,0.40273,1.39881,1.16571,1.23076,0.000406,0.000406,0.000406
20,256.562,1.49663,1.25549,1.26219,0.75672,0.5976,0.69259,0.43413,1.29772,1.09796,1.18852,0.000373,0.000373,0.000373
21,350.72,1.47098,1.36257,1.28412,0.74871,0.60095,0.68904,0.42554,1.33356,1.11143,1.20785,0.00034,0.00034,0.00034
22,358.557,1.47913,1.34118,1.27489,0.73736,0.59586,0.68271,0.4285,1.31554,1.11777,1.19,0.000307,0.000307,0.000307
23,365.963,1.41074,1.27561,1.25356,0.73552,0.6142,0.70035,0.44337,1.28542,1.12325,1.17765,0.000274,0.000274,0.000274
24,372.853,1.40378,1.25859,1.23143,0.73843,0.61832,0.70012,0.44773,1.27107,1.11705,1.17409,0.000241,0.000241,0.000241
25,379.915,1.38349,1.26331,1.2403,0.72653,0.6219,0.69511,0.43771,1.29167,1.12829,1.17638,0.000208,0.000208,0.000208
26,386.534,1.37626,1.2204,1.2202,0.7451,0.62331,0.70464,0.45497,1.2377,1.0919,1.15294,0.000175,0.000175,0.000175
27,393.96,1.36026,1.19254,1.20508,0.76252,0.62217,0.71254,0.4705,1.19152,1.05614,1.13015,0.000142,0.000142,0.000142
28,400.952,1.33512,1.18325,1.18775,0.75851,0.63411,0.72443,0.46581,1.2392,1.03506,1.13967,0.000109,0.000109,0.000109
29,407.982,1.36246,1.20003,1.20953,0.75988,0.63411,0.7247,0.48133,1.17787,1.02297,1.1186,7.6e-05,7.6e-05,7.6e-05
30,414.926,1.31867,1.181,1.1933,0.77042,0.62865,0.7259,0.48656,1.16139,1.0131,1.11182,4.3e-05,4.3e-05,4.3e-05
