epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,31.4769,1.08178,0.79796,1.06237,0.74926,0.49037,0.57177,0.3311,1.61612,1.37732,1.44785,0.0874,0.0014,0.0014
2,41.352,1.15025,0.81001,1.10917,0.75524,0.54574,0.64104,0.36727,1.55263,1.17852,1.39665,0.0738617,0.00286172,0.00286172
3,50.3552,1.2146,0.82672,1.12113,0.75472,0.60553,0.6958,0.45231,1.25668,0.9367,1.17965,0.0602838,0.00428384,0.00428384
4,57.7977,1.2108,0.84827,1.13386,0.72669,0.61358,0.69203,0.42109,1.40548,1.0997,1.27054,0.0466664,0.00566636,0.00566636
5,66.3752,1.23004,0.85102,1.13913,0.77434,0.67198,0.76308,0.50014,1.18313,0.83941,1.14637,0.0330093,0.00700928,0.00700928
6,74.352,1.22027,0.86034,1.14492,0.76851,0.6435,0.72459,0.47038,1.24098,0.95583,1.18396,0.0193126,0.0083126,0.0083126
7,81.6765,1.24972,0.8601,1.14423,0.73491,0.6076,0.69096,0.39419,1.4159,1.07079,1.3285,0.009208,0.009208,0.009208
8,88.7938,1.31599,0.90772,1.19846,0.75302,0.60625,0.70517,0.43223,1.35861,0.99867,1.25933,0.009076,0.009076,0.009076
9,96.6713,1.32979,0.90448,1.17843,0.78031,0.64434,0.73176,0.4638,1.27028,0.92271,1.19506,0.008944,0.008944,0.008944
10,104.196,1.27599,0.89351,1.16907,0.73586,0.64836,0.72326,0.45074,1.316,0.9684,1.24604,0.008812,0.008812,0.008812
11,111.964,1.29383,0.89136,1.18751,0.72917,0.62863,0.70696,0.45237,1.26536,0.92861,1.19211,0.00868,0.00868,0.00868
12,119.506,1.26067,0.88139,1.15481,0.75965,0.65007,0.73514,0.47344,1.22885,0.9301,1.19013,0.008548,0.008548,0.008548
13,127.517,1.25731,0.87592,1.17234,0.74933,0.66106,0.74375,0.4837,1.21095,0.89061,1.1732,0.008416,0.008416,0.008416
14,134.883,1.25788,0.89592,1.17773,0.76776,0.6536,0.74332,0.47411,1.25894,0.86315,1.18356,0.008284,0.008284,0.008284
15,143.661,1.25127,0.87784,1.16582,0.78786,0.66354,0.74592,0.47378,1.26846,0.8709,1.1821,0.008152,0.008152,0.008152
16,151.284,1.22291,0.87759,1.14905,0.77337,0.66796,0.74616,0.47505,1.2662,0.85455,1.17928,0.00802,0.00802,0.00802
17,158.666,1.21477,0.85321,1.13398,0.78533,0.67387,0.75969,0.49877,1.17843,0.83203,1.13475,0.007888,0.007888,0.007888
18,166.936,1.23144,0.85885,1.13371,0.75156,0.65033,0.72344,0.46328,1.26059,0.88514,1.19294,0.007756,0.007756,0.007756
19,174.718,1.21059,0.85053,1.13997,0.76904,0.67327,0.74271,0.49547,1.17333,0.84349,1.14675,0.007624,0.007624,0.007624
20,182.11,1.22767,0.86709,1.14592,0.78229,0.67944,0.76147,0.5155,1.13521,0.8066,1.12289,0.007492,0.007492,0.007492
21,189.526,1.27447,0.87267,1.16643,0.7967,0.66921,0.76789,0.50329,1.18544,0.80414,1.13073,0.00736,0.00736,0.00736
22,197.037,1.24205,0.85958,1.14496,0.78104,0.69521,0.77305,0.49797,1.21342,0.83966,1.1482,0.007228,0.007228,0.007228
23,204.45,1.21943,0.85584,1.1495,0.79872,0.66584,0.76634,0.50343,1.19696,0.83359,1.1472,0.007096,0.007096,0.007096
24,211.802,1.24612,0.86662,1.15554,0.80022,0.66792,0.77406,0.51877,1.15836,0.78035,1.11154,0.006964,0.006964,0.006964
25,219.504,1.19777,0.83587,1.11923,0.80721,0.70869,0.79138,0.5292,1.10995,0.75645,1.09013,0.006832,0.006832,0.006832
26,227.451,1.23659,0.87329,1.14723,0.79022,0.6902,0.78242,0.5218,1.16025,0.78686,1.1243,0.0067,0.0067,0.0067
27,235.494,1.19793,0.82981,1.12499,0.79533,0.66008,0.76585,0.52648,1.10306,0.80913,1.10612,0.006568,0.006568,0.006568
28,243.485,1.15121,0.82093,1.11097,0.79166,0.68304,0.77731,0.52027,1.14465,0.79687,1.12484,0.006436,0.006436,0.006436
29,250.287,1.15669,0.79505,1.10839,0.78606,0.69954,0.78155,0.53096,1.1176,0.76603,1.11278,0.006304,0.006304,0.006304
30,257.113,1.2103,0.8454,1.12898,0.79502,0.70959,0.79541,0.55185,1.0819,0.74578,1.09713,0.006172,0.006172,0.006172
31,264.254,1.1504,0.81953,1.10897,0.76909,0.65888,0.74585,0.49755,1.18487,0.83555,1.17353,0.00604,0.00604,0.00604
32,271.019,1.19244,0.82222,1.11655,0.79968,0.68188,0.78269,0.54739,1.06942,0.7823,1.09084,0.005908,0.005908,0.005908
33,277.387,1.14958,0.78471,1.10075,0.80022,0.6895,0.78995,0.54381,1.08608,0.7633,1.09967,0.005776,0.005776,0.005776
34,283.835,1.15738,0.81096,1.10638,0.81389,0.69356,0.79784,0.55465,1.0731,0.73734,1.08402,0.005644,0.005644,0.005644
35,290.454,1.16832,0.81504,1.12072,0.82529,0.6926,0.79885,0.56253,1.0463,0.74074,1.06979,0.005512,0.005512,0.005512
36,297.205,1.16383,0.81544,1.09416,0.81604,0.70774,0.80552,0.56845,0.99695,0.72498,1.05541,0.00538,0.00538,0.00538
37,303.7,1.14394,0.79219,1.10496,0.81645,0.69785,0.79958,0.56328,1.02232,0.71232,1.04961,0.005248,0.005248,0.005248
38,310.161,1.14587,0.78989,1.09861,0.80813,0.7145,0.81341,0.59322,0.94473,0.68125,1.02152,0.005116,0.005116,0.005116
39,316.646,1.12698,0.80912,1.09023,0.81487,0.73956,0.82277,0.58281,1.00387,0.72123,1.05181,0.004984,0.004984,0.004984
40,323.232,1.15516,0.8033,1.10454,0.8135,0.72196,0.82084,0.5896,0.98273,0.68554,1.04013,0.004852,0.004852,0.004852
41,329.607,1.16558,0.8151,1.11458,0.82459,0.71566,0.81628,0.57803,0.99492,0.68409,1.03311,0.00472,0.00472,0.00472
42,336.385,1.13172,0.78953,1.0937,0.8057,0.73649,0.82144,0.58649,0.98659,0.67166,1.03178,0.004588,0.004588,0.004588
43,342.83,1.1688,0.81903,1.11291,0.82102,0.72408,0.82284,0.58659,0.98522,0.67511,1.02902,0.004456,0.004456,0.004456
44,349.267,1.16129,0.7916,1.11587,0.81465,0.70745,0.81141,0.58873,0.95796,0.69237,1.02619,0.004324,0.004324,0.004324
45,355.559,1.13083,0.80727,1.11074,0.8242,0.72616,0.82647,0.59913,0.9514,0.6719,1.024,0.004192,0.004192,0.004192
46,362.192,1.11335,0.79108,1.09434,0.81901,0.73608,0.82292,0.58437,0.99338,0.69543,1.03448,0.00406,0.00406,0.00406
47,368.683,1.13719,0.78906,1.09063,0.83177,0.74553,0.83566,0.59574,0.97612,0.64776,1.02067,0.003928,0.003928,0.003928
48,375.323,1.1132,0.78076,1.09865,0.83377,0.72145,0.82797,0.58991,0.9723,0.6704,1.02864,0.003796,0.003796,0.003796
49,381.828,1.09251,0.76868,1.07625,0.80915,0.73262,0.8219,0.59046,0.95513,0.69893,1.02413,0.003664,0.003664,0.003664
50,388.7,1.12579,0.77503,1.08614,0.80954,0.72233,0.81445,0.58813,0.95647,0.69188,1.02277,0.003532,0.003532,0.003532
51,395.339,1.10778,0.76676,1.07985,0.80917,0.74603,0.82995,0.60906,0.92293,0.66119,1.01281,0.0034,0.0034,0.0034
52,402.129,1.10919,0.77768,1.08566,0.83031,0.73656,0.83492,0.61279,0.92605,0.6482,1.01125,0.003268,0.003268,0.003268
53,408.523,1.10143,0.7743,1.08082,0.83082,0.74072,0.83668,0.62034,0.90135,0.64335,1.00062,0.003136,0.003136,0.003136
54,415.158,1.08698,0.76857,1.07717,0.82751,0.73143,0.83147,0.61751,0.90365,0.63848,0.9975,0.003004,0.003004,0.003004
55,421.735,1.08454,0.76049,1.07056,0.83598,0.73801,0.84091,0.62598,0.88894,0.62863,0.9947,0.002872,0.002872,0.002872
56,428.128,1.08247,0.76555,1.09366,0.84161,0.74725,0.84567,0.62453,0.89793,0.63266,0.99931,0.00274,0.00274,0.00274
57,434.61,1.06958,0.75671,1.07633,0.84056,0.74048,0.84337,0.63026,0.88241,0.63183,0.99134,0.002608,0.002608,0.002608
58,441.434,1.08101,0.7572,1.07017,0.84138,0.75047,0.84506,0.616,0.92852,0.62443,0.99851,0.002476,0.002476,0.002476
59,448.207,1.08781,0.74912,1.07604,0.83156,0.74617,0.8406,0.61709,0.92413,0.61853,1.0071,0.002344,0.002344,0.002344
60,454.87,1.09797,0.75641,1.08158,0.84165,0.75902,0.85608,0.63721,0.86609,0.60714,0.97981,0.002212,0.002212,0.002212
61,461.47,1.05552,0.73823,1.06426,0.83958,0.75219,0.85094,0.6375,0.85521,0.60045,0.9761,0.00208,0.00208,0.00208
62,468.493,1.03292,0.72543,1.05694,0.8504,0.7356,0.84774,0.6369,0.85776,0.6128,0.97834,0.001948,0.001948,0.001948
63,474.925,1.02636,0.73094,1.05933,0.84796,0.74889,0.85559,0.64798,0.84017,0.5955,0.96789,0.001816,0.001816,0.001816
64,481.246,1.03806,0.73788,1.05879,0.84002,0.75834,0.85698,0.65291,0.81923,0.58602,0.95736,0.001684,0.001684,0.001684
65,487.611,1.01048,0.71372,1.04337,0.83939,0.76884,0.85915,0.65637,0.81041,0.58034,0.95652,0.001552,0.001552,0.001552
66,724.283,1.05335,0.75985,1.08613,0.83389,0.75824,0.85037,0.64368,0.85397,0.59704,0.97443,0.00142,0.00142,0.00142
67,736.4,1.01783,0.71948,1.04465,0.82278,0.75503,0.84384,0.63362,0.87247,0.62244,0.98471,0.001288,0.001288,0.001288
68,743.781,0.96698,0.6845,1.03569,0.84139,0.75611,0.8502,0.64031,0.85146,0.60317,0.97579,0.001156,0.001156,0.001156
69,751.184,0.96198,0.67472,1.04008,0.83973,0.75924,0.84987,0.64137,0.85662,0.58945,0.97751,0.001024,0.001024,0.001024
70,758.427,0.95786,0.67718,1.03264,0.84288,0.75882,0.85168,0.6468,0.84009,0.58039,0.96816,0.000892,0.000892,0.000892
71,765.538,0.95829,0.66994,1.02742,0.85196,0.75642,0.85789,0.65318,0.82773,0.57012,0.95718,0.00076,0.00076,0.00076
72,773.214,0.95091,0.66527,1.01748,0.85038,0.75515,0.85805,0.65843,0.81374,0.56528,0.95299,0.000628,0.000628,0.000628
73,780.492,0.95435,0.66925,1.02074,0.84531,0.76157,0.85791,0.6562,0.8141,0.56585,0.95308,0.000496,0.000496,0.000496
74,787.535,0.93873,0.66566,1.02321,0.85111,0.76267,0.86156,0.6624,0.79807,0.56088,0.94813,0.000364,0.000364,0.000364
75,794.621,0.93289,0.65812,1.01101,0.84332,0.76834,0.86316,0.6656,0.79055,0.56023,0.94501,0.000232,0.000232,0.000232
