epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,17.7323,2.45329,3.01204,1.89319,0.00399,0.07036,0.00364,0.00084,4.34165,5.09274,3.08184,0.0874,0.0014,0.0014
2,33.8337,2.26472,2.25254,1.79921,0.5072,0.01534,0.00183,0.00055,3.75988,4.67019,6.33418,0.0738426,0.00284258,0.00284258
3,47.982,2.16539,1.98555,1.72674,0.50487,0.04781,0.00202,0.00054,nan,nan,nan,0.0602258,0.00422576,0.00422576
4,61.0429,2.1112,1.85149,1.70178,0.00657,0.06688,0.0037,0.00103,3.29692,inf,3.53226,0.0465495,0.00554954,0.00554954
5,72.6606,2.10306,1.7532,1.67556,0.01805,0.03442,0.00554,0.00147,3.49973,5.54016,5.19112,0.0328139,0.00681392,0.00681392
6,85.4035,2.01198,1.69694,1.62781,0.25447,0.23845,0.14778,0.05338,2.41413,3.93491,2.24917,0.0190189,0.0080189,0.0080189
7,95.6162,1.9896,1.62124,1.5968,0.25264,0.25473,0.17384,0.0532,2.65219,8.81757,3.08476,0.008812,0.008812,0.008812
8,107.124,2.03914,1.6677,1.62942,0.34789,0.25392,0.20831,0.06995,2.58197,6.53574,2.67133,0.008614,0.008614,0.008614
9,117.275,2.01241,1.61932,1.61113,0.39131,0.28273,0.25641,0.10198,2.26916,6.43078,2.19458,0.008416,0.008416,0.008416
10,127.153,1.92759,1.5605,1.57014,0.21537,0.27857,0.16899,0.07203,2.21247,6.05641,2.09535,0.008218,0.008218,0.008218
11,136.731,1.88307,1.52998,1.55902,0.08366,0.06371,0.03777,0.01127,3.52531,5.74626,4.67106,0.00802,0.00802,0.00802
12,145.886,1.86623,1.47119,1.5223,0.49891,0.39265,0.40744,0.18454,1.97458,2.37503,1.75527,0.007822,0.007822,0.007822
13,153.887,1.86068,1.47798,1.53921,0.56633,0.45403,0.47487,0.20901,1.98246,1.81112,1.74464,0.007624,0.007624,0.007624
14,162.248,1.8596,1.4712,1.54474,0.49442,0.41648,0.42977,0.20388,1.87768,2.10319,1.63436,0.007426,0.007426,0.007426
15,171.436,1.82013,1.43292,1.50704,0.57575,0.46645,0.48992,0.22683,1.93361,1.69221,1.72121,0.007228,0.007228,0.007228
16,180.177,1.80824,1.41568,1.49209,0.59203,0.42608,0.46311,0.2182,1.9029,1.93768,1.63477,0.00703,0.00703,0.00703
17,188.873,1.81272,1.40154,1.49368,0.53382,0.40074,0.40573,0.17288,2.2052,2.13857,1.84995,0.006832,0.006832,0.006832
18,198.485,1.79514,1.36918,1.46953,0.62131,0.48439,0.52793,0.26976,1.71417,1.83589,1.51184,0.006634,0.006634,0.006634
19,207.231,1.74991,1.33832,1.44878,0.53715,0.48886,0.50766,0.26877,1.71455,1.68495,1.50556,0.006436,0.006436,0.006436
20,216.042,1.7161,1.33451,1.42782,0.57848,0.45671,0.49306,0.21698,1.97239,1.65356,1.72369,0.006238,0.006238,0.006238
21,225.915,1.73686,1.33685,1.4484,0.59887,0.48027,0.53229,0.27758,1.70829,1.64711,1.5396,0.00604,0.00604,0.00604
22,235.367,1.71577,1.29965,1.42203,0.48091,0.43323,0.43944,0.20749,2.0081,1.71197,1.76641,0.005842,0.005842,0.005842
23,244.439,1.65701,1.26077,1.40208,0.69816,0.55456,0.63413,0.35742,1.5332,1.19628,1.3749,0.005644,0.005644,0.005644
24,252.726,1.64198,1.2645,1.39017,0.68914,0.54267,0.614,0.32803,1.65226,1.23489,1.46184,0.005446,0.005446,0.005446
25,261.132,1.59169,1.21311,1.35374,0.70295,0.55361,0.63063,0.34679,1.59773,1.17565,1.43826,0.005248,0.005248,0.005248
26,269.31,1.60474,1.24102,1.36631,0.67034,0.50921,0.5711,0.29025,1.83979,1.29585,1.60367,0.00505,0.00505,0.00505
27,277.751,1.56491,1.1865,1.33186,0.73331,0.55854,0.64834,0.36608,1.54005,1.08955,1.3614,0.004852,0.004852,0.004852
28,286.762,1.5415,1.16044,1.32356,0.72887,0.59437,0.6694,0.40031,1.39026,1.04313,1.28357,0.004654,0.004654,0.004654
29,295.284,1.52067,1.13156,1.31746,0.72786,0.60319,0.67681,0.40675,1.39797,1.0359,1.29013,0.004456,0.004456,0.004456
30,303.73,1.59074,1.17203,1.33704,0.7414,0.61506,0.69095,0.40421,1.42353,1.0496,1.30292,0.004258,0.004258,0.004258
31,312.215,1.54519,1.15258,1.32659,0.7526,0.5995,0.69052,0.40888,1.40592,1.04951,1.30121,0.00406,0.00406,0.00406
32,321.319,1.57959,1.15498,1.33242,0.75379,0.59669,0.68654,0.42142,1.36532,1.03152,1.27554,0.003862,0.003862,0.003862
33,329.635,1.49401,1.08895,1.29544,0.74992,0.60907,0.68872,0.42119,1.35113,1.02405,1.26885,0.003664,0.003664,0.003664
34,338.265,1.49776,1.11449,1.29597,0.74088,0.62585,0.70275,0.43593,1.33612,0.97677,1.24399,0.003466,0.003466,0.003466
35,347.595,1.50966,1.11076,1.3131,0.74291,0.6201,0.70013,0.45081,1.27176,0.9468,1.21206,0.003268,0.003268,0.003268
36,355.851,1.47285,1.1009,1.26389,0.76042,0.62631,0.71687,0.45793,1.2493,0.9387,1.20529,0.00307,0.00307,0.00307
37,364.45,1.48102,1.07775,1.29092,0.75422,0.59698,0.68952,0.4151,1.43622,1.01459,1.30963,0.002872,0.002872,0.002872
38,373.083,1.49787,1.08684,1.29472,0.74397,0.61202,0.69766,0.44428,1.29082,0.96011,1.22863,0.002674,0.002674,0.002674
39,382.731,1.46181,1.0804,1.27576,0.7689,0.64348,0.72749,0.44986,1.34409,0.92824,1.25865,0.002476,0.002476,0.002476
40,391.829,1.46125,1.06572,1.27223,0.75956,0.63824,0.71979,0.46334,1.25339,0.92904,1.19904,0.002278,0.002278,0.002278
41,486.938,1.48081,1.15871,1.34263,0.74359,0.61573,0.69474,0.43414,1.3637,0.98379,1.2768,0.00208,0.00208,0.00208
42,498.393,1.42247,1.0913,1.29424,0.7484,0.59939,0.69301,0.44905,1.27457,0.98913,1.1952,0.001882,0.001882,0.001882
43,508.671,1.37711,1.03733,1.27107,0.75637,0.6307,0.71311,0.4509,1.27112,0.93817,1.203,0.001684,0.001684,0.001684
44,518.755,1.37835,1.04455,1.28516,0.75681,0.63169,0.71214,0.46476,1.2292,0.91447,1.1842,0.001486,0.001486,0.001486
45,530.263,1.33511,1.01666,1.25343,0.7649,0.63983,0.72584,0.47359,1.22351,0.88823,1.17548,0.001288,0.001288,0.001288
46,540.237,1.3193,0.98531,1.23321,0.76259,0.6467,0.7306,0.48887,1.17575,0.87187,1.15445,0.00109,0.00109,0.00109
47,550.116,1.29233,0.9749,1.22326,0.76016,0.65996,0.738,0.49918,1.15947,0.85854,1.14678,0.000892,0.000892,0.000892
48,561.505,1.30769,0.95975,1.22,0.78048,0.66021,0.74671,0.51018,1.12213,0.83973,1.12687,0.000694,0.000694,0.000694
49,572.225,1.29458,0.96652,1.22119,0.77577,0.6576,0.74476,0.51038,1.11479,0.8388,1.1242,0.000496,0.000496,0.000496
50,582.426,1.27206,0.94782,1.20226,0.78558,0.65933,0.75009,0.51495,1.0984,0.83119,1.11479,0.000298,0.000298,0.000298
