epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,20.1641,1.0739,0.77954,1.05559,0.71424,0.57874,0.65318,0.39059,1.51955,1.46682,1.38668,0.0874,0.0014,0.0014
2,31.1998,1.1079,0.77936,1.08918,0.76637,0.62708,0.72052,0.42129,1.42636,0.97114,1.29814,0.0738617,0.00286172,0.00286172
3,41.2129,1.12074,0.78757,1.07501,0.79725,0.68738,0.78077,0.5249,1.12752,0.79926,1.11351,0.0602838,0.00428384,0.00428384
4,51.124,1.1218,0.79544,1.09487,0.78701,0.71642,0.79631,0.55253,1.07008,0.83509,1.08255,0.0466664,0.00566636,0.00566636
5,63.5188,1.15189,0.79574,1.09896,0.81367,0.68722,0.78707,0.51829,1.1074,0.80052,1.09774,0.0330093,0.00700928,0.00700928
6,73.461,1.16534,0.80993,1.10936,0.80339,0.68191,0.77715,0.5049,1.15227,0.81194,1.1052,0.0193126,0.0083126,0.0083126
7,82.4843,1.20387,0.81489,1.12175,0.80699,0.64631,0.7536,0.48985,1.17856,0.84829,1.12979,0.009208,0.009208,0.009208
8,89.8128,1.23093,0.84646,1.14641,0.80346,0.6869,0.77585,0.50873,1.1776,0.81111,1.13502,0.009076,0.009076,0.009076
9,96.9309,1.22257,0.84159,1.13594,0.76519,0.66822,0.74461,0.50981,1.13827,0.81423,1.11651,0.008944,0.008944,0.008944
10,104.298,1.18241,0.82438,1.12576,0.79211,0.6783,0.76407,0.50998,1.14254,0.81233,1.11579,0.008812,0.008812,0.008812
11,111.849,1.22465,0.84751,1.156,0.74174,0.63508,0.71464,0.47018,1.2036,0.88881,1.16044,0.00868,0.00868,0.00868
12,119.827,1.1901,0.83387,1.12212,0.78322,0.67522,0.76607,0.50164,1.2012,0.93438,1.16975,0.008548,0.008548,0.008548
13,127.333,1.18648,0.82743,1.13228,0.77778,0.66013,0.75011,0.51182,1.12505,0.83392,1.11097,0.008416,0.008416,0.008416
14,134.401,1.1736,0.83504,1.13038,0.80574,0.67041,0.7759,0.52138,1.1362,0.77557,1.11075,0.008284,0.008284,0.008284
15,141.991,1.17047,0.82024,1.122,0.78805,0.66179,0.75199,0.49721,1.17746,0.87243,1.14193,0.008152,0.008152,0.008152
16,149.129,1.16103,0.81754,1.11577,0.79997,0.67119,0.76944,0.51716,1.15391,0.81678,1.13559,0.00802,0.00802,0.00802
17,156.475,1.17383,0.82659,1.11444,0.80586,0.69351,0.78399,0.51945,1.13163,0.80414,1.10784,0.007888,0.007888,0.007888
18,163.713,1.19142,0.82546,1.11407,0.79173,0.6981,0.79032,0.55256,1.05503,0.76616,1.06752,0.007756,0.007756,0.007756
19,170.853,1.20887,0.82779,1.13384,0.7998,0.69973,0.78424,0.54201,1.05623,0.79964,1.06996,0.007624,0.007624,0.007624
20,178.285,1.19522,0.839,1.12779,0.7966,0.67908,0.76469,0.50055,1.16741,0.80958,1.12241,0.007492,0.007492,0.007492
21,185.564,1.17585,0.82688,1.12022,0.78745,0.66229,0.75545,0.49074,1.2099,0.81928,1.14868,0.00736,0.00736,0.00736
22,192.913,1.1468,0.80609,1.10766,0.7767,0.63443,0.71771,0.45258,1.2878,0.90355,1.20711,0.007228,0.007228,0.007228
23,200.11,1.13648,0.79877,1.11326,0.79329,0.67597,0.76764,0.51975,1.1207,0.7875,1.10726,0.007096,0.007096,0.007096
24,207.125,1.15739,0.81023,1.11657,0.80737,0.69697,0.79051,0.53919,1.10661,0.74601,1.1053,0.006964,0.006964,0.006964
25,214.531,1.19612,0.8094,1.11547,0.79993,0.70556,0.79288,0.52106,1.17157,0.75189,1.12291,0.006832,0.006832,0.006832
26,221.858,1.21843,0.85716,1.13684,0.8059,0.69447,0.79501,0.51401,1.21421,0.76848,1.13302,0.0067,0.0067,0.0067
27,228.912,1.18695,0.81101,1.11768,0.82385,0.69677,0.80867,0.56882,1.0366,0.743,1.06288,0.006568,0.006568,0.006568
28,236.15,1.13437,0.80256,1.10164,0.79737,0.71339,0.80153,0.55163,1.05387,0.73198,1.08663,0.006436,0.006436,0.006436
29,243.528,1.12579,0.7698,1.09619,0.81749,0.725,0.81945,0.58321,0.99743,0.70078,1.04592,0.006304,0.006304,0.006304
30,250.705,1.15968,0.81389,1.10261,0.8189,0.7273,0.81917,0.57466,1.02845,0.69435,1.058,0.006172,0.006172,0.006172
31,258.01,1.13063,0.79548,1.09739,0.81404,0.69026,0.7875,0.53923,1.07961,0.74462,1.08821,0.00604,0.00604,0.00604
32,265.305,1.16807,0.79963,1.10195,0.79465,0.69246,0.78508,0.53511,1.11424,0.7937,1.11643,0.005908,0.005908,0.005908
33,272.43,1.11953,0.76447,1.08291,0.7949,0.66071,0.76263,0.4979,1.20723,0.81626,1.1636,0.005776,0.005776,0.005776
34,279.73,1.1178,0.78617,1.0885,0.7901,0.66104,0.75608,0.52286,1.09791,0.81036,1.10028,0.005644,0.005644,0.005644
35,287.014,1.12529,0.78859,1.10166,0.83405,0.70172,0.81212,0.573,1.01678,0.71729,1.05121,0.005512,0.005512,0.005512
36,294.213,1.14975,0.79512,1.0832,0.80754,0.7304,0.81504,0.57581,1.00816,0.72,1.05549,0.00538,0.00538,0.00538
37,301.509,1.11742,0.7684,1.09192,0.81261,0.72537,0.82094,0.57839,1.00348,0.68858,1.04366,0.005248,0.005248,0.005248
38,308.882,1.12655,0.76813,1.08956,0.81882,0.73442,0.82839,0.60482,0.93751,0.66008,1.01949,0.005116,0.005116,0.005116
39,315.817,1.10802,0.78185,1.07612,0.84057,0.74337,0.84214,0.60473,0.95238,0.65527,1.01433,0.004984,0.004984,0.004984
40,322.941,1.11551,0.77503,1.08374,0.83287,0.72982,0.83396,0.60556,0.9609,0.67371,1.0262,0.004852,0.004852,0.004852
41,330.023,1.12528,0.78213,1.09918,0.83667,0.73233,0.83601,0.60293,0.95567,0.66277,1.0223,0.00472,0.00472,0.00472
42,337.421,1.09164,0.76495,1.07687,0.83541,0.75018,0.84141,0.61609,0.92986,0.63644,1.00434,0.004588,0.004588,0.004588
43,345.345,1.10822,0.78142,1.08555,0.82472,0.74121,0.83792,0.61574,0.91525,0.62897,0.9957,0.004456,0.004456,0.004456
44,353.115,1.08974,0.75598,1.07931,0.83655,0.70594,0.82328,0.60879,0.91709,0.65308,1.00167,0.004324,0.004324,0.004324
45,360.834,1.07596,0.7623,1.08005,0.82486,0.75397,0.84351,0.61863,0.90819,0.64004,0.9929,0.004192,0.004192,0.004192
46,368.414,1.08659,0.76682,1.08042,0.83068,0.74667,0.83965,0.6135,0.93075,0.64484,1.00229,0.00406,0.00406,0.00406
47,375.763,1.08649,0.76491,1.06643,0.83486,0.74829,0.84257,0.63276,0.87181,0.62349,0.98229,0.003928,0.003928,0.003928
48,383.942,1.06529,0.75424,1.07856,0.83626,0.76057,0.85153,0.62119,0.90947,0.63178,0.99773,0.003796,0.003796,0.003796
49,391.936,1.05338,0.74325,1.05877,0.83391,0.75656,0.84474,0.62533,0.88215,0.63975,0.99116,0.003664,0.003664,0.003664
50,400.401,1.06968,0.74039,1.0644,0.82181,0.74246,0.83664,0.60966,0.93471,0.6401,1.01497,0.003532,0.003532,0.003532
51,408.542,1.06052,0.72933,1.05821,0.84131,0.7536,0.85018,0.63254,0.89217,0.62284,0.99281,0.0034,0.0034,0.0034
52,416.683,1.067,0.74323,1.06158,0.84098,0.76568,0.85415,0.64133,0.86644,0.59905,0.98285,0.003268,0.003268,0.003268
53,424.235,1.06668,0.74314,1.06444,0.84403,0.74634,0.84278,0.62968,0.88625,0.6074,0.98409,0.003136,0.003136,0.003136
54,432.413,1.05462,0.74131,1.0608,0.84015,0.75028,0.84948,0.63936,0.86538,0.60285,0.97442,0.003004,0.003004,0.003004
