epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,20.8277,1.16831,0.86131,1.10221,0.67138,0.4179,0.48444,0.24562,1.9335,2.0049,1.61174,0.0874,0.0014,0.0014
2,31.1363,1.22748,0.86134,1.14737,0.75824,0.61934,0.71486,0.45015,1.30613,0.96999,1.20287,0.0738426,0.00284258,0.00284258
3,40.4342,1.25966,0.87745,1.14086,0.74354,0.60975,0.68991,0.43259,1.31791,0.91565,1.21243,0.0602258,0.00422576,0.00422576
4,50.9842,1.31207,0.92034,1.19774,0.75187,0.59532,0.68074,0.39937,1.45119,0.9396,1.25517,0.0465495,0.00554954,0.00554954
5,60.4128,1.34741,0.92085,1.18771,0.76272,0.64694,0.73542,0.45241,1.32019,0.97766,1.22378,0.0328139,0.00681392,0.00681392
6,69.4433,1.32862,0.93527,1.20161,0.75508,0.65273,0.73406,0.46031,1.27526,0.9273,1.20297,0.0190189,0.0080189,0.0080189
7,77.5291,1.35617,0.92858,1.20178,0.76345,0.64979,0.73074,0.44855,1.31343,1.01475,1.22555,0.008812,0.008812,0.008812
8,86.6928,1.40064,0.96069,1.23532,0.77449,0.61582,0.71336,0.44761,1.30491,1.01459,1.21731,0.008614,0.008614,0.008614
9,93.897,1.4026,0.97562,1.2215,0.72638,0.57302,0.67356,0.41606,1.35124,1.00193,1.24646,0.008416,0.008416,0.008416
10,101.793,1.34495,0.94588,1.20843,0.75649,0.62849,0.7173,0.44902,1.31706,0.9736,1.23799,0.008218,0.008218,0.008218
11,109.133,1.30559,0.92969,1.20695,0.75421,0.63834,0.71839,0.46663,1.25015,0.89626,1.1991,0.00802,0.00802,0.00802
12,117.143,1.2782,0.91344,1.17499,0.79205,0.66072,0.7517,0.49222,1.191,0.88224,1.14887,0.007822,0.007822,0.007822
13,126.483,1.30763,0.91795,1.19426,0.79119,0.62474,0.72446,0.47862,1.21745,0.91595,1.16197,0.007624,0.007624,0.007624
14,134.185,1.2882,0.92998,1.18992,0.76791,0.65121,0.73212,0.46744,1.26656,0.89156,1.19109,0.007426,0.007426,0.007426
15,141.948,1.28887,0.91813,1.1855,0.76389,0.64261,0.72308,0.46525,1.25257,0.90176,1.18013,0.007228,0.007228,0.007228
16,149.636,1.25577,0.90117,1.16563,0.78455,0.64967,0.75045,0.47147,1.28542,0.88476,1.21985,0.00703,0.00703,0.00703
17,157.648,1.27278,0.90167,1.16945,0.74227,0.60391,0.68191,0.38596,1.49066,0.97174,1.35916,0.006832,0.006832,0.006832
18,165.083,1.262,0.90007,1.16092,0.77591,0.65912,0.74366,0.47982,1.21376,0.84932,1.17268,0.006634,0.006634,0.006634
19,172.646,1.2647,0.89547,1.16495,0.76708,0.66385,0.74963,0.50064,1.17423,0.85365,1.14043,0.006436,0.006436,0.006436
20,180.247,1.28524,0.90486,1.17242,0.76208,0.62713,0.71362,0.46064,1.25086,0.92299,1.20223,0.006238,0.006238,0.006238
21,187.795,1.30574,0.91272,1.18301,0.76224,0.63854,0.72122,0.45854,1.2869,0.92811,1.23669,0.00604,0.00604,0.00604
